Credibility Code,Sample Size Code,Precision Code,Abundance Code,Significance,AOU,Region,Species,Region Name,Model,N Routes,Trend,2.5%CI,97.5%CI,Relative Abundance
R,R,R,R,,4260,SU1,Rivoli's Hummingbird,Survey-wide (core),Dh,2,0,-5.665,14.101,0.016
R,R,,R,,4270,S34,Blue-throated Mountain-gem,Sierra Madre Occidental,Dh,4,0,-1.748,0.662,0.072
R,R,,R,,4270,ARI,Blue-throated Mountain-gem,Arizona,Dh,4,0,-1.748,0.662,0.072
R,R,,R,,4270,US,Blue-throated Mountain-gem,United States,Dh,4,0,-1.748,0.662,0.072
R,R,,R,,4270,SUR,Blue-throated Mountain-gem,Survey-wide,Dh,4,0,-1.748,0.662,0.072
R,R,,R,,4270,US1,Blue-throated Mountain-gem,United States (core),Dh,4,0,-1.748,0.662,0.072
R,R,,R,,4270,SU1,Blue-throated Mountain-gem,Survey-wide (core),Dh,4,0,-1.748,0.662,0.072
R,,,R,,4280,S06,Ruby-throated Hummingbird,Boreal Taiga Plains,Dh,39,-0.26,-2.087,1.625,0.045
R,,,R,,4280,S08,Ruby-throated Hummingbird,Boreal Softwood Shield,Dh,34,0.606,-1.371,2.541,0.074
R,,,R,,4280,S11,Ruby-throated Hummingbird,Prairie Potholes,Dh,65,0.411,-1.101,1.944,0.032
Y,,,Y,,4280,S12,Ruby-throated Hummingbird,Boreal Hardwood Transition,Dh,218,0.607,-0.145,1.335,0.512
Y,,,Y,,4280,S13,Ruby-throated Hummingbird,Lower Great Lakes/St. Lawrence Plain,Dh,146,-0.034,-0.901,0.812,0.462
Y,,,Y,1,4280,S14,Ruby-throated Hummingbird,Atlantic Northern Forest,Dh,251,1.16,0.441,1.848,0.683
R,,,R,,4280,S19,Ruby-throated Hummingbird,Central Mixed Grass Prairie,Dh,18,1.821,-0.688,4.284,0.073
R,R,Y,R,,4280,S20,Ruby-throated Hummingbird,Edwards Plateau,Dh,1,-0.875,-5.045,2.976,0.015
Y,,,Y,,4280,S21,Ruby-throated Hummingbird,Oaks and Prairies,Dh,44,-0.775,-2.009,0.526,0.564
Y,,,Y,1,4280,S22,Ruby-throated Hummingbird,Eastern Tallgrass Prairie,Dh,209,3.146,2.368,3.932,0.451
Y,,,Y,1,4280,S23,Ruby-throated Hummingbird,Prairie Hardwood Transition,Dh,131,1.137,0.219,2.069,0.529
,,,,,4280,S24,Ruby-throated Hummingbird,Central Hardwoods,Dh,143,0.362,-0.365,1.095,1.725
Y,,,Y,2,4280,S25,Ruby-throated Hummingbird,West Gulf Coastal Plain/ouachitas,Dh,84,-1.238,-2.289,-0.092,0.862
Y,,,Y,,4280,S26,Ruby-throated Hummingbird,Mississippi Alluvial Valley,Dh,47,-0.905,-2.181,0.369,0.577
Y,,,Y,,4280,S27,Ruby-throated Hummingbird,Southeastern Coastal Plain,Dh,250,-0.321,-1.023,0.415,0.739
Y,,,Y,2,4280,S28,Ruby-throated Hummingbird,Appalachian Mountains,Dh,294,-0.795,-1.377,-0.22,0.898
Y,,,Y,,4280,S29,Ruby-throated Hummingbird,Piedmont,Dh,134,0.353,-0.563,1.246,0.817
Y,,,Y,1,4280,S30,Ruby-throated Hummingbird,New England/mid-Atlantic Coast,Dh,117,2.45,1.561,3.334,0.484
R,,,R,,4280,S31,Ruby-throated Hummingbird,Peninsular Florida,Dh,18,-1.589,-4.158,0.907,0.04
R,,,R,,4280,S37,Ruby-throated Hummingbird,Gulf Coastal Prairie,Dh,22,-0.954,-3.035,1.21,0.084
Y,,,Y,,4280,ALA,Ruby-throated Hummingbird,Alabama,Dh,91,-0.043,-1.064,0.966,0.656
R,,,R,,4280,ALB,Ruby-throated Hummingbird,Alberta,Dh,25,-0.924,-3.621,1.864,0.018
Y,,,Y,,4280,ARK,Ruby-throated Hummingbird,Arkansas,Dh,48,-1.039,-2.204,0.146,0.909
Y,,,Y,1,4280,CON,Ruby-throated Hummingbird,Connecticut,Dh,17,4.003,1.304,6.781,0.428
Y,,,Y,1,4280,DEL,Ruby-throated Hummingbird,Delaware,Dh,14,2.396,0.159,4.801,0.729
R,,,R,,4280,FLA,Ruby-throated Hummingbird,Florida,Dh,43,0.217,-1.503,1.886,0.088
Y,,,Y,,4280,GA,Ruby-throated Hummingbird,Georgia,Dh,94,0.343,-0.739,1.477,0.632
Y,,,Y,1,4280,IA,Ruby-throated Hummingbird,Iowa,Dh,15,3.805,1.234,6.675,0.146
Y,,,Y,1,4280,ILL,Ruby-throated Hummingbird,Illinois,Dh,87,2.783,1.681,3.895,0.579
Y,,,Y,,4280,IND,Ruby-throated Hummingbird,Indiana,Dh,57,-0.496,-1.714,0.682,0.996
Y,,,Y,1,4280,KAN,Ruby-throated Hummingbird,Kansas,Dh,28,3.705,1.641,5.924,0.112
,,,,,4280,KY,Ruby-throated Hummingbird,Kentucky,Dh,48,-0.146,-1.423,1.163,1.182
Y,,,Y,,4280,LA,Ruby-throated Hummingbird,Louisiana,Dh,66,-1.021,-2.329,0.313,0.476
R,,,R,,4280,MAN,Ruby-throated Hummingbird,Manitoba,Dh,52,0.39,-1.17,1.98,0.093
Y,,,Y,1,4280,MAS,Ruby-throated Hummingbird,Massachusetts,Dh,27,4.958,3.097,7.109,0.414
Y,,,Y,1,4280,MD,Ruby-throated Hummingbird,Maryland,Dh,63,1.072,0.007,2.155,0.775
Y,,,Y,1,4280,ME,Ruby-throated Hummingbird,Maine,Dh,61,1.757,0.043,3.53,0.382
Y,,,Y,,4280,MIC,Ruby-throated Hummingbird,Michigan,Dh,74,1.138,-0.176,2.432,0.724
Y,,,Y,,4280,MIN,Ruby-throated Hummingbird,Minnesota,Dh,60,1.247,-0.037,2.54,0.266
Y,,,Y,,4280,MIS,Ruby-throated Hummingbird,Mississippi,Dh,38,-0.77,-2.447,0.854,0.623
,,,,1,4280,MO,Ruby-throated Hummingbird,Missouri,Dh,83,2.01,0.946,3.055,1.77
Y,,,Y,1,4280,NB,Ruby-throated Hummingbird,New Brunswick,Dh,36,2.058,0.391,3.643,0.795
,,,,2,4280,NC,Ruby-throated Hummingbird,North Carolina,Dh,84,-1.747,-2.743,-0.733,1.201
R,Y,,R,,4280,ND,Ruby-throated Hummingbird,North Dakota,Dh,7,-0.052,-3.167,2.78,0.027
R,R,Y,R,,4280,NEB,Ruby-throated Hummingbird,Nebraska,Dh,4,2.226,-1.201,6.49,0.045
Y,,,Y,1,4280,NH,Ruby-throated Hummingbird,New Hampshire,Dh,25,2.299,0.666,3.972,0.6
Y,,,Y,1,4280,NJ,Ruby-throated Hummingbird,New Jersey,Dh,25,2.773,0.925,4.624,0.201
,,,,,4280,NS,Ruby-throated Hummingbird,Nova Scotia,Dh,38,1.199,-0.357,2.713,1.06
Y,,,Y,,4280,NY,Ruby-throated Hummingbird,New York,Dh,103,-0.73,-1.88,0.41,0.644
Y,,,Y,,4280,OHI,Ruby-throated Hummingbird,Ohio,Dh,63,-0.326,-1.496,0.825,0.565
,,,,,4280,OKL,Ruby-throated Hummingbird,Oklahoma,Dh,39,-0.092,-1.271,1.121,1.097
Y,,,Y,,4280,ONT,Ruby-throated Hummingbird,Ontario,Dh,129,-0.272,-1.483,0.881,0.175
Y,,,Y,,4280,PA,Ruby-throated Hummingbird,Pennsylvania,Dh,105,-0.725,-1.669,0.286,0.77
R,R,Y,Y,,4280,PEI,Ruby-throated Hummingbird,Prince Edward Island,Dh,4,1.502,-1.657,4.626,0.464
Y,,,Y,,4280,QUE,Ruby-throated Hummingbird,Quebec,Dh,120,0.295,-0.938,1.658,0.215
R,R,Y,Y,1,4280,RI,Ruby-throated Hummingbird,Rhode Island,Dh,4,4.332,0.985,8.304,0.293
R,,,R,,4280,SAS,Ruby-throated Hummingbird,Saskatchewan,Dh,23,-0.214,-2.66,2.485,0.034
Y,,,Y,,4280,SC,Ruby-throated Hummingbird,South Carolina,Dh,36,-1.037,-2.526,0.404,0.638
,,,,,4280,TEN,Ruby-throated Hummingbird,Tennessee,Dh,43,0.81,-0.307,1.965,1.281
Y,,,Y,2,4280,TEX,Ruby-throated Hummingbird,Texas,Dh,66,-2.305,-3.658,-0.961,0.241
Y,,,Y,,4280,VA,Ruby-throated Hummingbird,Virginia,Dh,52,0.891,-0.36,2.369,0.992
Y,,,Y,,4280,VT,Ruby-throated Hummingbird,Vermont,Dh,24,0.285,-1.309,1.958,0.636
Y,,,Y,1,4280,WIS,Ruby-throated Hummingbird,Wisconsin,Dh,92,1.813,0.788,2.897,0.825
Y,,,Y,2,4280,WV,Ruby-throated Hummingbird,West Virginia,Dh,52,-1.619,-2.965,-0.303,0.895
Y,,,Y,,4280,CAN,Ruby-throated Hummingbird,Canada,Dh,427,0.433,-0.21,1.086,0.156
Y,,,Y,,4280,US,Ruby-throated Hummingbird,United States,Dh,1838,0.234,-0.02,0.501,0.658
Y,,,Y,1,4280,SUR,Ruby-throated Hummingbird,Survey-wide,Dh,2265,0.267,0.032,0.515,0.435
Y,,,Y,,4280,CA1,Ruby-throated Hummingbird,Canada (core),Dh,427,0.433,-0.21,1.086,0.156
Y,,,Y,,4280,US1,Ruby-throated Hummingbird,United States (core),Dh,1838,0.234,-0.02,0.501,0.658
Y,,,Y,1,4280,SU1,Ruby-throated Hummingbird,Survey-wide (core),Dh,2265,0.267,0.032,0.515,0.435
R,,,R,,4290,S09,Black-chinned Hummingbird,Great Basin,Dh,51,1.328,-0.304,3.355,0.051
R,,,R,,4290,S10,Black-chinned Hummingbird,Northern Rockies,Dh,29,1.207,-0.411,3.163,0.037
R,R,Y,R,,4290,S15,Black-chinned Hummingbird,Sierra Nevada,Dh,4,-0.219,-3.64,3.444,0.042
Y,,,Y,,4290,S16,Black-chinned Hummingbird,Southern Rockies/Colorado Plateau,Dh,115,0.948,-0.344,2.335,0.325
R,,,R,,4290,S18,Black-chinned Hummingbird,Shortgrass Prairie,Dh,22,-0.168,-2.272,1.876,0.056
Y,,,Y,1,4290,S19,Black-chinned Hummingbird,Central Mixed Grass Prairie,Dh,15,3.048,0.57,5.83,0.281
,,,,,4290,S20,Black-chinned Hummingbird,Edwards Plateau,Dh,17,1.02,-1.027,3.017,2.953
Y,,,Y,,4290,S21,Black-chinned Hummingbird,Oaks and Prairies,Dh,26,0.989,-0.801,2.849,0.463
Y,,,Y,,4290,S32,Black-chinned Hummingbird,Coastal California,Dh,37,-0.173,-2.315,1.923,0.188
Y,,,Y,,4290,S33,Black-chinned Hummingbird,Sonoran and Mojave Deserts,Dh,26,-0.981,-3.219,1.238,0.118
Y,,,Y,2,4290,S34,Black-chinned Hummingbird,Sierra Madre Occidental,Dh,23,-2.667,-4.524,-0.819,0.751
Y,,,Y,,4290,S35,Black-chinned Hummingbird,Chihuahuan Desert,Dh,34,-0.823,-2.404,0.769,0.478
Y,Y,Y,Y,,4290,S36,Black-chinned Hummingbird,Tamaulipan Brushlands,Dh,9,0.141,-2.902,3.249,0.125
Y,,,Y,2,4290,ARI,Black-chinned Hummingbird,Arizona,Dh,43,-2.25,-3.789,-0.704,0.376
R,Y,Y,R,,4290,BC,Black-chinned Hummingbird,British Columbia,Dh,10,0.62,-2.218,4.036,0.019
Y,,,Y,,4290,CAL,Black-chinned Hummingbird,California,Dh,49,-0.218,-1.967,1.592,0.108
Y,,,Y,,4290,COL,Black-chinned Hummingbird,Colorado,Dh,43,-1.561,-3.378,0.168,0.137
R,,,R,,4290,IDA,Black-chinned Hummingbird,Idaho,Dh,14,2.135,-0.061,4.691,0.086
R,R,Y,R,,4290,MON,Black-chinned Hummingbird,Montana,Dh,4,-0.244,-3.938,3.788,0.014
R,Y,,R,,4290,NEV,Black-chinned Hummingbird,Nevada,Dh,11,0.635,-2.138,3.776,0.065
Y,,,Y,,4290,NM,Black-chinned Hummingbird,New Mexico,Dh,48,0.789,-0.8,2.579,0.338
R,Y,Y,R,,4290,OKL,Black-chinned Hummingbird,Oklahoma,Dh,5,1.244,-2.464,5.478,0.028
R,Y,,R,,4290,ORE,Black-chinned Hummingbird,Oregon,Dh,8,0.31,-2.395,3.117,0.021
Y,,,Y,1,4290,TEX,Black-chinned Hummingbird,Texas,Dh,91,1.185,0.012,2.352,0.606
Y,,,Y,,4290,UT,Black-chinned Hummingbird,Utah,Dh,58,0.837,-0.886,2.565,0.405
R,,,R,,4290,WAS,Black-chinned Hummingbird,Washington,Dh,24,1.469,-0.65,3.79,0.097
R,Y,Y,R,,4290,CAN,Black-chinned Hummingbird,Canada,Dh,10,0.62,-2.218,4.036,0.019
Y,,,Y,,4290,US,Black-chinned Hummingbird,United States,Dh,398,0.388,-0.308,1.056,0.26
Y,,,Y,,4290,SUR,Black-chinned Hummingbird,Survey-wide,Dh,408,0.392,-0.29,1.052,0.229
R,Y,Y,R,,4290,CA1,Black-chinned Hummingbird,Canada (core),Dh,10,0.62,-2.218,4.036,0.019
Y,,,Y,,4290,US1,Black-chinned Hummingbird,United States (core),Dh,398,0.388,-0.308,1.056,0.26
Y,,,Y,,4290,SU1,Black-chinned Hummingbird,Survey-wide (core),Dh,408,0.392,-0.29,1.052,0.229
Y,,,Y,1,4310,S05,Anna's Hummingbird,Northern Pacific Rainforest,Dh,82,5.626,3.854,7.546,0.183
R,,Y,R,,4310,S09,Anna's Hummingbird,Great Basin,Dh,17,3.159,-0.861,7.903,0.019
,,,,,4310,S15,Anna's Hummingbird,Sierra Nevada,Dh,27,1.246,-1.176,3.627,1.583
,,,,,4310,S32,Anna's Hummingbird,Coastal California,Dh,94,-0.049,-1.069,0.886,3.381
Y,,Y,Y,,4310,S33,Anna's Hummingbird,Sonoran and Mojave Deserts,Dh,28,2.008,-1.078,5.097,0.108
Y,Y,,Y,,4310,S34,Anna's Hummingbird,Sierra Madre Occidental,Dh,11,1.665,-0.765,4.653,0.159
Y,,,Y,,4310,ARI,Anna's Hummingbird,Arizona,Dh,30,2.57,-0.146,5.186,0.141
R,,R,R,1,4310,BC,Anna's Hummingbird,British Columbia,Dh,14,12.89,6.745,20.682,0.021
,,,,,4310,CAL,Anna's Hummingbird,California,Dh,167,0.028,-0.86,0.832,1.763
R,,Y,R,1,4310,ORE,Anna's Hummingbird,Oregon,Dh,28,9.621,5.791,13.461,0.057
R,,R,R,1,4310,WAS,Anna's Hummingbird,Washington,Dh,20,16.051,10.794,21.668,0.01
R,,R,R,1,4310,CAN,Anna's Hummingbird,Canada,Dh,14,12.89,6.745,20.682,0.021
Y,,,Y,,4310,US,Anna's Hummingbird,United States,Dh,245,0.806,-0.023,1.575,0.796
Y,,,Y,1,4310,SUR,Anna's Hummingbird,Survey-wide,Dh,259,1.258,0.398,2.11,0.66
R,,R,R,1,4310,CA1,Anna's Hummingbird,Canada (core),Dh,14,12.89,6.745,20.682,0.021
Y,,,Y,,4310,US1,Anna's Hummingbird,United States (core),Dh,245,0.806,-0.023,1.575,0.796
Y,,,Y,1,4310,SU1,Anna's Hummingbird,Survey-wide (core),Dh,259,1.258,0.398,2.11,0.66
R,R,R,R,,4300,S16,Costa's Hummingbird,Southern Rockies/Colorado Plateau,Dh,1,0.359,-7.028,10.442,0.009
Y,,Y,Y,2,4300,S32,Costa's Hummingbird,Coastal California,Dh,27,-4.765,-8.575,-1.186,0.727
Y,,Y,Y,2,4300,S33,Costa's Hummingbird,Sonoran and Mojave Deserts,Dh,45,-3.683,-6.764,-0.267,0.676
R,Y,R,Y,,4300,S34,Costa's Hummingbird,Sierra Madre Occidental,Dh,8,0.077,-4.693,5.352,0.158
Y,,Y,Y,,4300,ARI,Costa's Hummingbird,Arizona,Dh,25,-2.218,-6.238,1.971,0.358
Y,,,Y,2,4300,CAL,Costa's Hummingbird,California,Dh,53,-5.852,-8.598,-3.099,0.707
R,R,R,Y,,4300,NEV,Costa's Hummingbird,Nevada,Dh,2,2.94,-4.218,12.05,0.85
R,R,R,R,,4300,UT,Costa's Hummingbird,Utah,Dh,1,0.359,-7.028,10.442,0.009
Y,,,Y,2,4300,US,Costa's Hummingbird,United States,Dh,81,-3.854,-6.256,-1.14,0.499
Y,,,Y,2,4300,SUR,Costa's Hummingbird,Survey-wide,Dh,81,-3.854,-6.256,-1.14,0.499
Y,,,Y,2,4300,US1,Costa's Hummingbird,United States (core),Dh,81,-3.854,-6.256,-1.14,0.499
Y,,,Y,2,4300,SU1,Costa's Hummingbird,Survey-wide (core),Dh,81,-3.854,-6.256,-1.14,0.499
R,Y,Y,R,,4360,S05,Calliope Hummingbird,Northern Pacific Rainforest,Dh,8,-0.756,-4.575,3.057,0.031
Y,,,Y,,4360,S09,Calliope Hummingbird,Great Basin,Dh,62,-1.146,-2.783,0.313,0.297
Y,,,Y,,4360,S10,Calliope Hummingbird,Northern Rockies,Dh,101,-0.592,-2.097,0.945,0.237
Y,,,Y,,4360,S15,Calliope Hummingbird,Sierra Nevada,Dh,22,0.214,-2.384,2.866,0.286
R,R,R,R,,4360,S32,Calliope Hummingbird,Coastal California,Dh,2,-0.953,-5.87,4.413,0.015
R,R,R,R,,4360,ALB,Calliope Hummingbird,Alberta,Dh,0,-1.146,-6.739,4.822,0.029
Y,,,Y,,4360,BC,Calliope Hummingbird,British Columbia,Dh,46,-0.676,-2.851,1.571,0.344
Y,,,Y,,4360,CAL,Calliope Hummingbird,California,Dh,39,0.699,-1.237,2.714,0.101
Y,,,Y,,4360,IDA,Calliope Hummingbird,Idaho,Dh,24,-0.782,-3.022,1.723,0.257
Y,,,Y,,4360,MON,Calliope Hummingbird,Montana,Dh,19,-0.619,-3.591,2.187,0.217
R,,,R,,4360,ORE,Calliope Hummingbird,Oregon,Dh,30,-1.398,-3.889,1.182,0.089
Y,,,Y,,4360,WAS,Calliope Hummingbird,Washington,Dh,25,-1.658,-3.893,0.444,0.499
R,Y,Y,R,,4360,WYO,Calliope Hummingbird,Wyoming,Dh,12,-1.986,-5.435,1.285,0.05
Y,,,Y,,4360,CAN,Calliope Hummingbird,Canada,Dh,46,-0.661,-2.804,1.525,0.311
Y,,,Y,,4360,US,Calliope Hummingbird,United States,Dh,149,-0.76,-1.869,0.361,0.178
Y,,,Y,,4360,SUR,Calliope Hummingbird,Survey-wide,Dh,195,-0.687,-1.8,0.434,0.218
Y,,,Y,,4360,CA1,Calliope Hummingbird,Canada (core),Dh,46,-0.661,-2.804,1.525,0.311
Y,,,Y,,4360,US1,Calliope Hummingbird,United States (core),Dh,149,-0.76,-1.869,0.361,0.178
Y,,,Y,,4360,SU1,Calliope Hummingbird,Survey-wide (core),Dh,195,-0.687,-1.8,0.434,0.218
,,,,2,4330,S05,Rufous Hummingbird,Northern Pacific Rainforest,Sh,155,-2.609,-3.259,-1.896,2.929
Y,,,Y,2,4330,S09,Rufous Hummingbird,Great Basin,Sh,75,-1.611,-2.451,-0.687,0.391
Y,,,Y,,4330,S10,Rufous Hummingbird,Northern Rockies,Sh,129,-0.965,-1.922,0.07,0.565
R,R,,R,2,4330,S15,Rufous Hummingbird,Sierra Nevada,Sh,3,-3.274,-6.383,-0.505,0.01
R,R,Y,R,,4330,S32,Rufous Hummingbird,Coastal California,Sh,0,-2.778,-6.893,0.602,0.001
,,,,2,4330,AK,Rufous Hummingbird,Alaska,Sh,19,-2.063,-3.322,-0.795,1.514
Y,Y,,Y,2,4330,ALB,Rufous Hummingbird,Alberta,Sh,6,-3.141,-5.666,-0.36,0.11
,,,,2,4330,BC,Rufous Hummingbird,British Columbia,Sh,138,-1.907,-2.654,-1.124,2.225
R,,,R,,4330,CAL,Rufous Hummingbird,California,Sh,16,-0.336,-1.889,1.295,0.021
Y,,,Y,,4330,IDA,Rufous Hummingbird,Idaho,Sh,21,-0.984,-3.057,0.958,0.105
R,,,R,,4330,MON,Rufous Hummingbird,Montana,Sh,18,0.596,-1.417,2.816,0.091
Y,,,Y,2,4330,ORE,Rufous Hummingbird,Oregon,Sh,72,-3.792,-4.871,-2.692,0.833
,,,,2,4330,WAS,Rufous Hummingbird,Washington,Sh,64,-2.454,-3.259,-1.714,1.873
R,Y,Y,R,,4330,WYO,Rufous Hummingbird,Wyoming,Sh,8,-0.618,-3.585,2.462,0.011
,,,,2,4330,CAN,Rufous Hummingbird,Canada,Sh,144,-1.91,-2.653,-1.129,2.063
Y,,,Y,2,4330,US,Rufous Hummingbird,United States,Sh,218,-2.534,-3.116,-1.961,0.573
,,,,2,4330,SUR,Rufous Hummingbird,Survey-wide,Sh,362,-2.128,-2.646,-1.567,1.07
,,,,2,4330,CA1,Rufous Hummingbird,Canada (core),Sh,144,-1.91,-2.653,-1.129,2.063
Y,,,Y,2,4330,US1,Rufous Hummingbird,United States (core),Sh,199,-2.728,-3.344,-2.121,0.463
,,,,2,4330,SU1,Rufous Hummingbird,Survey-wide (core),Sh,343,-2.138,-2.697,-1.537,1.035
,,,,2,4340,S05,Allen's Hummingbird,Northern Pacific Rainforest,Dh,20,-3.388,-6.487,-0.741,2.23
Y,,,Y,,4340,S32,Allen's Hummingbird,Coastal California,Dh,23,-2.206,-4.746,0.408,0.488
Y,,,Y,2,4340,CAL,Allen's Hummingbird,California,Dh,43,-2.888,-5.012,-0.893,0.876
Y,,,Y,2,4340,US,Allen's Hummingbird,United States,Dh,43,-2.888,-5.012,-0.893,0.876
Y,,,Y,2,4340,SUR,Allen's Hummingbird,Survey-wide,Dh,43,-2.888,-5.012,-0.893,0.876
Y,,,Y,2,4340,US1,Allen's Hummingbird,United States (core),Dh,43,-2.888,-5.012,-0.893,0.876
Y,,,Y,2,4340,SU1,Allen's Hummingbird,Survey-wide (core),Dh,43,-2.888,-5.012,-0.893,0.876
Y,,,Y,,4320,S09,Broad-tailed Hummingbird,Great Basin,Dh,32,-0.352,-2.384,1.485,0.31
Y,,,Y,,4320,S10,Broad-tailed Hummingbird,Northern Rockies,Dh,34,0.015,-1.695,1.637,0.169
,,,,2,4320,S16,Broad-tailed Hummingbird,Southern Rockies/Colorado Plateau,Dh,181,-2.294,-2.819,-1.743,8.502
R,R,Y,R,,4320,S17,Broad-tailed Hummingbird,Badlands and Prairies,Dh,3,0.799,-2.341,4.704,0.037
Y,Y,,Y,,4320,S18,Broad-tailed Hummingbird,Shortgrass Prairie,Dh,9,1.346,-0.941,3.937,0.126
,,,,2,4320,S34,Broad-tailed Hummingbird,Sierra Madre Occidental,Dh,20,-1.492,-2.867,-0.155,4.829
Y,Y,,Y,,4320,S35,Broad-tailed Hummingbird,Chihuahuan Desert,Dh,12,-2.01,-4.173,0.289,0.517
,,,,,4320,ARI,Broad-tailed Hummingbird,Arizona,Dh,23,-1.239,-2.595,0.133,2.99
,,,,2,4320,COL,Broad-tailed Hummingbird,Colorado,Dh,98,-2.362,-2.977,-1.724,13.122
Y,Y,,Y,,4320,IDA,Broad-tailed Hummingbird,Idaho,Dh,7,1.266,-0.756,3.589,0.153
R,R,Y,R,,4320,MON,Broad-tailed Hummingbird,Montana,Dh,3,-0.035,-3.454,3.177,0.012
Y,Y,,Y,,4320,NEV,Broad-tailed Hummingbird,Nevada,Dh,8,-0.961,-4.032,1.78,0.359
,,,,2,4320,NM,Broad-tailed Hummingbird,New Mexico,Dh,40,-1.412,-2.713,-0.327,1.776
R,R,Y,R,,4320,SD,Broad-tailed Hummingbird,South Dakota,Dh,3,0.799,-2.341,4.704,0.037
R,R,Y,R,,4320,TEX,Broad-tailed Hummingbird,Texas,Dh,3,-0.007,-3.305,3.262,0.037
,,,,2,4320,UT,Broad-tailed Hummingbird,Utah,Dh,73,-3.163,-4.296,-1.999,2.254
Y,,,Y,,4320,WYO,Broad-tailed Hummingbird,Wyoming,Dh,33,0.15,-1.339,1.57,0.791
,,,,2,4320,US,Broad-tailed Hummingbird,United States,Dh,291,-2.062,-2.548,-1.571,2.772
,,,,2,4320,SUR,Broad-tailed Hummingbird,Survey-wide,Dh,291,-2.062,-2.548,-1.571,2.772
,,,,2,4320,US1,Broad-tailed Hummingbird,United States (core),Dh,291,-2.062,-2.548,-1.571,2.772
,,,,2,4320,SU1,Broad-tailed Hummingbird,Survey-wide (core),Dh,291,-2.062,-2.548,-1.571,2.772
Y,Y,,Y,,4410,S34,Broad-billed Hummingbird,Sierra Madre Occidental,Dh,8,0.007,-1.375,4.162,0.226
Y,Y,,Y,,4410,ARI,Broad-billed Hummingbird,Arizona,Dh,8,0.007,-1.375,4.162,0.226
Y,Y,,Y,,4410,US,Broad-billed Hummingbird,United States,Dh,8,0.007,-1.375,4.162,0.226
Y,Y,,Y,,4410,SUR,Broad-billed Hummingbird,Survey-wide,Dh,8,0.007,-1.375,4.162,0.226
Y,Y,,Y,,4410,US1,Broad-billed Hummingbird,United States (core),Dh,8,0.007,-1.375,4.162,0.226
Y,Y,,Y,,4410,SU1,Broad-billed Hummingbird,Survey-wide (core),Dh,8,0.007,-1.375,4.162,0.226
R,R,R,R,,4390,S36,Buff-bellied Hummingbird,Tamaulipan Brushlands,Dh,4,-0.06,-19.699,1.739,0.037
R,R,R,Y,,4390,S37,Buff-bellied Hummingbird,Gulf Coastal Prairie,Dh,4,0.014,-0.947,9.513,0.111
R,Y,Y,R,,4390,TEX,Buff-bellied Hummingbird,Texas,Dh,8,0,-4.299,5.456,0.066
R,Y,Y,R,,4390,US,Buff-bellied Hummingbird,United States,Dh,8,0,-4.299,5.456,0.066
R,Y,Y,R,,4390,SUR,Buff-bellied Hummingbird,Survey-wide,Dh,8,0,-4.299,5.456,0.066
R,Y,Y,R,,4390,US1,Buff-bellied Hummingbird,United States (core),Dh,8,0,-4.299,5.456,0.066
R,Y,Y,R,,4390,SU1,Buff-bellied Hummingbird,Survey-wide (core),Dh,8,0,-4.299,5.456,0.066
Y,,,Y,,2110,S27,Clapper Rail,Southeastern Coastal Plain,D,18,-0.119,-2.525,3.086,0.272
Y,Y,,Y,,2110,S30,Clapper Rail,New England/mid-Atlantic Coast,D,13,0.297,-1.936,2.581,0.387
Y,Y,Y,Y,,2110,S31,Clapper Rail,Peninsular Florida,D,6,-4.056,-9.245,0.24,0.105
Y,,Y,,,2110,S37,Clapper Rail,Gulf Coastal Prairie,D,16,1.866,-1.088,5.305,1.153
R,R,R,Y,,2110,ALA,Clapper Rail,Alabama,D,2,0.597,-4.337,5.697,0.174
R,R,Y,,,2110,DEL,Clapper Rail,Delaware,D,4,0.41,-3.245,3.88,1.14
Y,Y,Y,Y,,2110,FLA,Clapper Rail,Florida,D,13,-2.649,-5.738,0.364,0.192
R,R,R,Y,,2110,GA,Clapper Rail,Georgia,D,3,2.216,-3.16,7.756,0.277
Y,Y,Y,,,2110,LA,Clapper Rail,Louisiana,D,10,2.179,-1.904,6.865,1.949
R,R,Y,Y,,2110,MD,Clapper Rail,Maryland,D,4,0.669,-3.056,4.481,0.257
Y,Y,,Y,2,2110,NC,Clapper Rail,North Carolina,D,6,-2.816,-5.432,-0.302,0.254
R,R,Y,Y,,2110,NJ,Clapper Rail,New Jersey,D,3,1.119,-2.923,5.457,0.162
R,R,R,Y,,2110,NY,Clapper Rail,New York,D,2,-3.559,-12.846,2.858,0.345
Y,Y,Y,Y,,2110,TEX,Clapper Rail,Texas,D,6,1.164,-2.632,5.448,0.589
Y,,,Y,,2110,US,Clapper Rail,United States,D,53,0.648,-1.159,2.992,0.379
Y,,,Y,,2110,SUR,Clapper Rail,Survey-wide,D,53,0.648,-1.159,2.992,0.379
Y,,,Y,,2110,US1,Clapper Rail,United States (core),D,53,0.648,-1.159,2.992,0.379
Y,,,Y,,2110,SU1,Clapper Rail,Survey-wide (core),D,53,0.648,-1.159,2.992,0.379
R,R,R,R,,2080,S26,King Rail,Mississippi Alluvial Valley,Dh,2,-3.529,-12.753,3.981,0.018
R,Y,Y,R,,2080,S27,King Rail,Southeastern Coastal Plain,Dh,8,-1.871,-6.081,1.995,0.014
R,R,R,R,,2080,S29,King Rail,Piedmont,Dh,2,-1.511,-10.193,6.862,0.003
